flight_id,aircraft_id,airline,origin_airport,destination_airport,aircraft_type,aircraft_age,engine_temp,oil_pressure,vibration_level,engine_rpm,fuel_consumption_rate,hydraulic_pressure,tire_pressure,brake_temperature,avionics_health_score,operational_hours,month,day_of_week,departure_hour,distance,flight_duration,takeoff_landing_cycles,days_since_last_maintenance,crew_experience,origin_temperature,origin_humidity,origin_wind_speed,origin_visibility,origin_precipitation,origin_weather_condition,destination_temperature,destination_humidity,destination_wind_speed,destination_visibility,destination_precipitation,destination_weather_condition,previous_delays_count,previous_cancellations_count,previous_maintenance_issues,aircraft_reliability_score,equipment_failure,flight_cancelled,cancellation_reason,delay_minutes
FL20534,N68851,AS,BOS,LAX,Embraer E175,2,347.6,35.0,13.88,2483,3661,2920,192,123,94,4857,3,0,22,2605,337,891,90,2046,58,38,8,10,0,Clear,64,45,7,1,1,Foggy,3,0,0,82,0,0,None,0
FL20535,N47761,WN,MCO,DEN,Embraer E175,4,358.0,35.1,14.82,2950,2713,2717,215,157,94,7933,1,5,22,1544,213,4631,15,6968,30,89,22,9,0,Clear,26,59,18,8,0,Clear,1,0,0,73,1,1,Maintenance,0
FL20536,N71785,AS,JFK,EWR,Airbus A330,11,343.4,40.5,14.27,2538,3002,3310,185,134,90,4602,9,4,8,21,33,2164,96,12135,58,50,16,8,0,Clear,54,80,17,7,0,Clear,2,0,0,70,1,0,None,60
FL20537,N45285,WN,ATL,BOS,Airbus A320,4,344.6,42.5,13.0,2339,2433,2922,208,157,79,4654,1,4,12,945,143,3861,96,14250,42,36,16,8,0,Clear,37,25,19,2,1,Foggy,0,0,0,81,1,1,Maintenance,0
FL20538,N60296,DL,ATL,BOS,Boeing 787,5,317.1,34.7,16.25,2809,2756,3061,189,206,98,6941,10,5,9,945,137,811,12,7261,74,20,17,9,0,Cloudy,50,23,17,10,0,Cloudy,0,0,0,86,0,0,None,0
FL20539,N48225,F9,CLT,DFW,Boeing 737,12,299.2,29.8,13.82,2602,2912,2873,193,170,91,2472,1,5,5,933,148,1571,40,3633,27,44,9,10,0,Clear,31,74,39,5,1,Snowy,0,0,1,71,0,0,None,30
FL20540,N55786,F9,SEA,PHX,Airbus A320,5,429.9,36.1,21.54,2713,2990,2850,194,130,83,8475,5,3,13,1107,167,2927,153,9588,63,26,6,10,0,Clear,56,50,11,9,0,Cloudy,0,1,0,84,1,1,Maintenance,0
FL20541,N28605,DL,CLT,PHX,Airbus A320,5,323.6,32.4,18.52,2705,3179,2898,194,159,100,8533,6,4,10,1769,241,1704,37,9492,75,40,10,7,0,Cloudy,99,63,24,7,0,Clear,1,0,1,82,1,1,Maintenance,0
FL20542,N12653,B6,CLT,BOS,Boeing 777,12,353.0,46.4,12.57,2520,2928,3250,215,140,85,3523,10,4,12,727,113,701,49,3370,52,52,17,10,0,Cloudy,50,47,8,8,0,Clear,1,0,0,73,0,0,None,0
FL20543,N88161,F9,BOS,PHX,Boeing 777,7,372.8,32.7,7.51,2613,3546,2989,212,174,100,108,6,0,22,2294,302,441,95,5844,83,83,10,8,0,Clear,92,77,7,9,0,Clear,0,0,2,80,0,0,None,0
FL20544,N47490,B6,MIA,DEN,Embraer E175,0,327.9,38.5,12.57,2578,3323,3357,199,164,98,1964,9,2,20,1707,238,3504,68,1009,55,35,29,2,1,Rainy,68,31,9,7,0,Clear,1,0,1,82,0,0,None,0
FL20545,N94159,AS,PHX,LAS,Embraer E175,4,310.7,45.7,14.83,2716,2852,3097,201,106,90,2229,6,6,22,255,59,2206,10,10379,83,44,7,8,0,Clear,93,82,22,10,0,Cloudy,1,0,1,73,0,0,None,15
FL20546,N92913,B6,ORD,SEA,Airbus A320,7,407.7,33.5,9.74,2381,2928,2995,196,163,82,2769,10,6,18,1716,238,3052,151,14893,53,27,14,8,0,Clear,70,80,6,8,0,Clear,2,0,0,79,1,0,None,15
FL20547,N98389,NK,DFW,MCO,Airbus A320,0,293.9,45.7,20.62,2320,2981,3448,222,124,97,8454,9,0,10,983,148,707,1,1167,52,31,12,7,0,Clear,63,44,11,1,1,Foggy,2,0,0,86,0,1,Weather,0
FL20548,N35989,AA,MCO,DFW,Boeing 777,8,367.9,33.8,16.19,2223,3101,3221,188,136,81,8112,1,5,21,983,144,2813,42,4404,42,29,13,8,0,Cloudy,26,48,6,7,0,Clear,0,0,0,78,1,1,Maintenance,0
FL20549,N13720,AS,IAH,LAS,Embraer E175,6,304.0,43.9,10.82,2246,2881,3106,188,141,100,575,3,5,19,1219,168,4923,33,5202,72,83,25,2,1,Rainy,72,87,21,5,1,Rainy,0,0,0,76,0,0,None,0
FL20550,N42001,AA,MIA,IAH,Embraer E175,6,415.1,11.6,17.21,2589,3097,2756,205,127,100,7272,12,6,6,962,150,656,148,12814,49,71,22,9,0,Clear,41,25,5,8,0,Cloudy,0,1,0,75,0,0,None,30
FL20551,N80103,WN,LAS,ATL,Airbus A320,6,383.5,34.3,17.59,2659,3206,3109,215,184,77,4911,6,6,16,1742,239,3257,158,14601,86,57,14,7,0,Clear,70,58,18,7,0,Cloudy,0,1,2,77,1,1,Maintenance,0
FL20552,N24767,UA,PHX,ATL,Boeing 737,24,485.8,43.1,22.05,2702,2972,2972,191,110,79,9351,9,6,10,1583,228,3113,154,8025,60,69,11,7,0,Cloudy,50,64,14,10,0,Clear,2,0,2,50,1,1,Maintenance,0
FL20553,N43956,DL,IAH,EWR,Airbus A330,4,352.6,48.2,17.73,2914,2640,2671,182,221,83,7725,6,0,12,1397,201,2381,135,3426,90,28,16,9,0,Clear,90,60,16,9,0,Clear,2,0,1,84,1,0,None,30
FL20554,N96643,AS,CLT,IAH,Embraer E175,6,325.9,43.1,12.7,2660,3122,2864,169,192,90,6058,5,4,18,910,140,2783,18,563,63,76,21,8,0,Clear,60,85,10,8,0,Clear,1,0,0,75,1,0,None,0
FL20555,N28960,F9,DEN,SFO,Boeing 737,2,295.3,47.3,11.74,2422,3218,3497,202,121,96,7656,2,0,9,965,153,1579,38,11639,35,81,9,9,0,Cloudy,32,31,44,4,1,Rainy,1,0,0,86,1,1,Maintenance,0
FL20556,N56357,DL,ATL,ORD,Boeing 777,5,341.4,35.4,17.33,2490,3749,2695,209,159,82,9181,11,3,12,606,110,1376,49,4155,60,87,22,7,0,Cloudy,56,88,6,8,0,Clear,1,0,1,77,1,0,None,90
FL20557,N53058,AS,CLT,BOS,Boeing 777,18,460.9,27.7,18.11,2378,3281,2956,193,133,69,7465,2,0,5,727,118,190,108,1946,27,42,14,10,0,Cloudy,25,57,12,10,0,Clear,0,0,0,63,1,0,None,90
FL20558,N48348,AA,ORD,DEN,Boeing 777,14,420.0,52.6,11.53,2591,3426,3002,214,173,84,8278,3,2,7,886,145,1705,169,10367,55,50,9,10,0,Clear,67,72,16,7,1,Cloudy,0,0,0,67,1,1,Maintenance,0
FL20559,N26033,AS,JFK,CLT,Embraer E175,11,396.5,33.2,12.01,2557,3184,3212,189,161,100,9260,2,2,19,541,87,4892,130,13603,28,47,16,7,0,Clear,44,83,6,8,0,Clear,2,1,0,64,1,1,Maintenance,0
FL20560,N89149,DL,BOS,MIA,Embraer E175,5,372.0,23.5,13.29,2678,2570,3221,203,171,100,4217,8,0,13,1260,182,80,88,13687,71,48,15,9,0,Clear,81,37,7,7,0,Clear,0,0,0,72,1,1,Maintenance,0
FL20561,N73857,AA,PHX,MCO,Boeing 787,4,273.2,39.6,15.48,2030,3001,2895,200,134,88,8242,9,5,15,1845,246,735,4,4396,57,37,10,8,0,Clear,65,63,20,7,0,Cloudy,0,0,0,86,1,0,None,0
FL20562,N57230,DL,LAS,LAX,Airbus A330,10,397.3,24.6,15.36,2442,3060,2954,187,111,76,5539,1,1,17,236,51,3061,138,13884,43,50,20,10,0,Clear,48,56,22,8,0,Clear,0,0,0,72,1,0,None,30
FL20563,N49635,B6,ORD,DEN,Airbus A320,8,329.6,42.3,10.29,2616,2783,2888,180,184,83,4777,5,3,22,886,134,4285,35,2172,54,21,9,10,0,Clear,67,32,5,10,0,Clear,0,0,0,75,1,0,None,15
FL20564,N91659,NK,JFK,DFW,Boeing 787,0,383.6,29.7,8.45,2555,2613,3026,201,179,100,8656,7,6,15,1388,200,4243,177,4736,99,59,6,8,0,Clear,77,82,19,1,1,Foggy,0,0,0,88,1,1,Maintenance,0
FL20565,N89019,UA,CLT,JFK,Airbus A320,0,292.7,48.1,10.37,2169,3406,3256,194,181,100,1470,6,1,12,541,99,4483,1,7144,78,37,11,7,0,Clear,94,39,11,9,0,Clear,2,1,0,86,1,1,Maintenance,0
FL20566,N49359,F9,SFO,PHX,Embraer E175,6,391.7,26.2,12.03,2586,3027,3239,191,162,88,3681,5,2,13,650,105,3749,155,10404,51,33,23,8,0,Cloudy,66,52,10,7,0,Clear,2,0,1,68,0,0,None,0
FL20567,N12816,NK,EWR,LAX,Airbus A320,17,350.8,58.7,17.2,2485,3516,2920,217,204,76,9280,6,2,8,2448,325,1818,34,1006,82,59,15,8,0,Cloudy,80,31,16,8,1,Cloudy,1,0,0,60,1,0,None,0
FL20568,N19632,F9,SFO,ATL,Airbus A320,15,397.0,44.3,18.37,2608,3284,2919,205,185,74,1557,9,6,17,2134,276,2063,138,9098,53,71,6,8,0,Clear,69,53,22,7,0,Clear,0,0,0,65,1,1,Maintenance,0
FL20569,N42910,NK,PHX,BOS,Boeing 787,7,357.0,42.6,13.28,2507,3542,2883,177,122,87,4416,3,4,21,2294,313,886,159,4096,57,88,17,10,0,Clear,63,65,23,2,1,Rainy,0,1,0,79,1,0,None,45
FL20570,N40646,B6,MCO,MIA,Boeing 737,1,324.8,30.9,20.83,2350,3043,2945,218,160,100,7418,7,0,18,192,46,3755,63,13525,99,46,5,8,0,Clear,95,32,9,10,0,Clear,1,0,0,79,0,0,None,45
FL20571,N67203,B6,SEA,DEN,Airbus A330,4,364.7,30.0,17.04,2594,2855,2743,217,114,83,5121,10,4,5,1022,150,4894,114,7244,60,23,21,10,0,Clear,60,85,11,10,0,Clear,0,0,1,78,1,1,Maintenance,0
FL20572,N96122,DL,SEA,JFK,Boeing 777,12,419.0,45.5,11.12,2575,2532,3201,210,177,78,8706,8,0,21,2415,320,2028,176,2911,85,61,12,7,0,Cloudy,82,81,8,9,0,Clear,1,0,0,70,0,0,None,30
FL20573,N95477,AA,SFO,JFK,Boeing 777,5,325.0,18.4,15.92,2493,3304,3075,231,203,75,3010,9,1,18,2580,329,1367,81,12264,61,81,9,7,0,Cloudy,68,76,20,7,0,Clear,2,0,0,84,0,0,None,0
FL20574,N66105,DL,CLT,JFK,Airbus A330,12,350.4,49.0,17.87,2512,2498,3229,208,152,83,7486,11,1,19,541,99,2051,50,8105,70,22,14,7,0,Clear,58,51,21,7,0,Clear,1,1,0,69,1,0,None,0
FL20575,N42567,AS,IAH,MIA,Airbus A330,10,364.5,43.2,19.89,2662,3291,3350,167,203,84,9974,5,3,7,962,145,4897,141,11134,59,85,6,10,0,Clear,54,79,19,7,0,Cloudy,0,0,0,71,1,0,None,0
FL20576,N17619,DL,EWR,ORD,Embraer E175,3,375.9,33.8,9.89,3038,2658,3041,183,188,95,4203,8,3,5,717,119,428,126,4785,73,84,9,9,0,Clear,83,86,15,9,0,Clear,2,0,0,79,0,0,None,0
FL20577,N14108,UA,EWR,BOS,Boeing 777,12,386.2,33.2,13.73,2472,3297,2941,230,151,100,7563,7,2,19,200,54,4845,65,10615,73,58,17,10,0,Clear,80,55,21,10,0,Clear,0,0,1,70,1,0,None,15
FL20578,N69132,AS,DEN,ORD,Airbus A330,4,357.6,33.6,10.67,2113,3098,3208,174,124,80,2148,8,1,14,886,134,3435,35,901,82,33,9,9,0,Cloudy,83,40,10,8,0,Clear,1,0,0,78,0,0,None,15
FL20579,N37589,WN,IAH,CLT,Embraer E175,7,403.2,28.0,11.39,2571,2828,2862,198,116,92,5831,12,5,19,910,147,1560,165,730,44,54,8,3,1,Foggy,42,61,17,9,0,Clear,1,1,0,66,1,1,Maintenance,0
FL20580,N23492,DL,DEN,JFK,Boeing 777,8,327.2,23.4,18.78,2510,2903,2718,200,158,69,9791,12,1,5,1621,232,3114,36,3998,36,44,24,5,1,Snowy,39,68,19,9,0,Cloudy,1,0,0,82,1,0,None,0
FL20581,N99526,AS,BOS,SFO,Boeing 787,11,395.6,35.0,14.04,2539,2918,2983,244,152,87,9828,4,0,21,2697,356,762,148,13811,62,71,42,5,1,Rainy,72,49,10,10,0,Cloudy,1,0,1,78,1,0,None,45
FL20582,N65579,WN,SEA,EWR,Airbus A330,18,342.4,58.7,15.64,2366,3107,2499,207,99,83,8278,4,6,6,2395,310,1246,10,14928,51,46,21,9,0,Clear,58,68,12,9,0,Cloudy,0,0,0,60,0,0,None,0
FL20583,N78096,UA,MCO,SFO,Airbus A330,9,372.0,29.8,18.34,2303,3655,3086,201,132,87,8774,2,1,5,2441,320,1448,129,1226,48,38,17,2,1,Rainy,28,88,11,9,0,Cloudy,1,1,0,68,1,1,Maintenance,0
FL20584,N29594,F9,EWR,IAH,Airbus A320,13,347.5,45.7,10.54,2467,2745,3128,184,133,77,1490,7,3,18,1397,187,1474,78,2746,93,78,19,9,1,Cloudy,94,81,14,10,0,Clear,1,1,0,72,0,0,None,30
FL20585,N88811,AA,BOS,ORD,Airbus A320,19,375.8,65.5,15.69,2366,2863,2788,230,146,77,5352,4,4,18,864,127,883,37,14208,69,46,19,7,0,Cloudy,69,51,15,9,0,Clear,0,0,0,57,1,0,None,30
FL20586,N45562,B6,ORD,MIA,Boeing 777,9,353.0,48.2,4.4,2709,2985,2932,199,116,91,6691,2,4,7,1199,179,1259,54,13278,48,40,5,9,0,Clear,45,66,8,10,0,Cloudy,2,0,1,76,0,0,None,90
FL20587,N68691,AS,CLT,LAS,Airbus A320,4,350.9,33.4,12.3,2330,2412,3139,194,162,87,1029,9,4,10,1911,249,1270,142,12886,66,61,21,7,0,Clear,57,20,12,7,0,Cloudy,2,0,0,84,1,1,Maintenance,0
FL20588,N55710,DL,SFO,BOS,Embraer E175,2,373.9,24.3,8.97,2480,3202,2773,215,166,90,3391,10,1,16,2697,353,3513,129,6648,62,34,22,8,1,Cloudy,51,64,18,7,0,Clear,3,0,1,82,1,1,Maintenance,0
FL20589,N86247,DL,EWR,LAX,Airbus A320,4,318.2,34.4,21.74,2825,3077,2830,226,147,86,9254,2,5,6,2448,319,974,58,3829,36,49,22,5,1,Snowy,47,80,14,8,0,Clear,0,1,1,78,1,1,Maintenance,0
FL20590,N12619,WN,DFW,DEN,Embraer E175,4,302.9,31.2,17.31,2418,2785,3031,209,176,90,9058,6,4,22,640,97,2577,45,7631,98,52,9,8,0,Clear,93,44,7,10,0,Clear,1,1,1,78,0,0,None,15
FL20591,N94120,DL,ORD,LAX,Airbus A330,18,462.6,33.9,13.77,2577,3059,2574,201,133,72,833,7,5,14,1741,243,3988,168,13113,77,30,21,9,0,Cloudy,86,81,14,10,0,Clear,0,0,0,55,1,1,Maintenance,0
FL20592,N94075,B6,DEN,ORD,Boeing 777,13,344.6,45.4,11.76,2903,3165,2930,204,131,80,8187,1,1,9,886,127,2559,60,9936,25,77,9,9,0,Cloudy,48,74,39,4,1,Snowy,0,0,0,70,1,1,Maintenance,0
FL20593,N56792,DL,MIA,JFK,Boeing 787,3,339.4,21.6,12.43,2682,2943,2976,179,126,88,2798,4,3,13,1091,163,734,78,949,62,80,16,2,1,Rainy,74,81,16,9,0,Clear,1,0,0,91,1,1,Maintenance,0
FL20594,N78346,F9,ATL,EWR,Boeing 737,11,383.2,45.3,12.96,2751,3438,2733,219,179,88,2711,12,2,20,744,120,561,97,8920,44,65,41,4,1,Rainy,26,47,12,8,0,Clear,0,0,1,64,1,1,Maintenance,0
FL20595,N28908,UA,PHX,ORD,Boeing 737,6,378.8,24.9,15.04,2609,3104,3219,215,164,81,6903,3,3,11,1437,194,4779,119,1051,50,89,5,1,1,Foggy,66,80,21,8,0,Clear,1,0,0,74,1,0,None,0
FL20596,N66356,WN,SFO,EWR,Boeing 777,9,395.8,36.6,5.77,2342,2949,3385,188,152,100,1490,12,2,19,2559,345,2457,122,575,29,52,15,3,1,Foggy,35,35,27,3,1,Rainy,0,0,0,77,1,1,Maintenance,0
FL20597,N75986,UA,LAS,MCO,Boeing 737,4,312.4,42.7,15.47,2451,3074,3076,206,146,100,4983,6,3,13,2035,265,396,22,5397,87,65,13,7,0,Clear,82,83,17,1,1,Foggy,1,0,0,81,0,0,None,15
FL20598,N99728,B6,JFK,LAX,Boeing 737,9,322.3,35.2,14.2,2421,2547,2834,198,185,87,1716,3,3,12,2469,331,908,55,4835,74,21,7,8,0,Clear,73,51,13,10,0,Clear,0,1,1,72,0,0,None,30
FL20599,N77563,DL,SEA,ORD,Boeing 737,7,333.6,33.8,17.71,2811,2671,2936,208,192,84,8056,3,5,21,1716,229,3493,51,12545,55,56,23,8,0,Clear,51,22,17,10,0,Clear,1,0,1,74,1,1,Maintenance,0
FL20600,N96690,F9,IAH,LAX,Boeing 777,16,325.5,38.5,13.7,2583,3129,3118,192,184,77,7173,9,2,17,1376,187,4139,7,717,61,56,22,8,0,Clear,58,67,20,7,0,Cloudy,0,0,0,61,1,0,None,90
FL20601,N13348,F9,PHX,MIA,Boeing 787,5,347.6,23.9,12.23,2500,3243,2932,196,136,73,1657,9,4,16,1968,261,2746,44,9777,58,82,31,2,1,Rainy,68,37,6,10,0,Cloudy,0,0,0,82,1,1,Maintenance,0
FL20602,N34391,NK,LAS,DEN,Boeing 777,13,369.1,42.0,17.49,2399,2430,2930,189,189,65,6030,12,1,20,627,104,3219,59,8652,44,34,8,3,1,Foggy,28,35,5,3,1,Foggy,1,0,0,68,0,1,Weather,0
FL20603,N46708,B6,ORD,LAX,Boeing 787,4,271.2,34.4,8.27,2440,2429,2760,210,124,66,1896,9,5,11,1741,229,994,6,3835,62,66,9,9,0,Cloudy,72,49,7,7,0,Clear,0,0,0,90,1,0,None,0
FL20604,N66962,WN,DFW,IAH,Embraer E175,8,405.8,41.4,12.25,2072,2768,2619,168,117,86,7253,3,0,17,224,56,3413,132,9302,60,81,7,9,0,Clear,57,69,10,9,0,Clear,1,0,1,65,1,1,Maintenance,0
FL20605,N40484,AS,EWR,ORD,Airbus A320,10,400.2,38.6,9.86,2596,2945,2699,202,144,79,5557,11,5,17,717,122,2744,155,1857,59,31,10,9,0,Clear,58,81,37,3,1,Rainy,1,0,2,71,1,0,None,0
FL20606,N65713,AA,ORD,JFK,Airbus A320,11,337.6,32.5,17.14,2505,2902,3002,176,151,77,9201,1,5,14,738,114,3270,93,13817,27,40,10,8,0,Clear,45,52,13,9,0,Cloudy,2,0,0,75,1,1,Maintenance,0
FL20607,N44806,B6,ATL,ORD,Boeing 737,19,327.4,30.1,13.7,2734,3248,3171,179,133,63,5173,4,4,5,606,92,4348,30,10098,55,63,16,9,0,Clear,73,69,5,3,1,Foggy,2,1,0,51,1,0,None,0
FL20608,N64961,NK,MCO,BOS,Airbus A330,13,345.2,46.6,19.17,2860,3048,3355,182,128,100,9655,6,2,16,1122,160,2135,35,1236,78,84,9,10,0,Cloudy,79,78,13,2,1,Foggy,0,0,0,69,1,1,Maintenance,0
FL20609,N13345,F9,BOS,MIA,Embraer E175,9,350.1,23.5,21.64,2566,2790,2802,177,161,73,6114,12,2,16,1260,175,742,60,1529,25,30,35,4,1,Snowy,35,20,15,8,0,Clear,0,0,1,63,1,0,None,15
FL20610,N12614,UA,BOS,IAH,Airbus A320,19,437.2,33.3,16.05,2799,3282,3072,181,162,63,4054,1,0,13,1594,227,401,151,12294,32,29,8,8,0,Clear,33,68,17,7,0,Clear,0,0,1,54,1,1,Maintenance,0
FL20611,N21838,B6,BOS,DFW,Embraer E175,0,346.5,45.2,10.72,2690,2930,2994,189,137,100,6929,8,4,17,1559,219,2928,130,5150,70,71,17,7,0,Clear,88,41,11,9,0,Clear,1,1,2,77,1,1,Maintenance,0
FL20612,N47393,WN,LAS,PHX,Airbus A330,17,412.6,53.7,18.39,2372,3023,2809,187,145,90,8386,5,1,10,255,53,1246,103,5711,51,26,11,7,0,Clear,71,69,14,10,0,Cloudy,0,0,1,57,0,0,None,120
FL20613,N39726,F9,EWR,BOS,Airbus A320,3,300.1,47.3,9.64,2200,2920,3164,193,174,95,5014,7,3,20,200,50,2694,55,7070,79,49,14,8,0,Clear,99,41,10,10,0,Cloudy,0,1,0,82,0,0,None,30
FL20614,N31403,AS,JFK,PHX,Airbus A320,10,426.3,39.5,17.54,2837,2343,2993,196,146,80,7411,9,0,11,2148,281,3606,167,11568,57,35,17,7,0,Clear,56,74,13,7,0,Clear,1,0,0,74,1,1,Maintenance,0
FL20615,N14643,AS,JFK,ATL,Boeing 777,20,365.1,38.5,17.57,2656,3134,2933,196,194,63,2934,5,4,11,759,120,1799,57,12827,62,84,17,10,0,Clear,61,56,38,3,1,Rainy,1,0,0,55,1,1,Maintenance,0
FL20616,N98849,DL,EWR,IAH,Airbus A330,10,383.3,39.7,10.37,2159,3141,2947,184,187,84,7222,4,1,7,1397,206,161,134,1468,63,69,10,9,0,Clear,68,50,6,7,0,Cloudy,2,0,0,70,1,0,None,30
FL20617,N13279,WN,LAS,CLT,Boeing 777,7,364.9,42.3,16.97,2589,2777,3168,205,136,92,608,2,1,21,1911,267,1133,92,8561,25,50,20,9,0,Clear,44,81,11,8,0,Cloudy,1,1,0,77,1,0,None,0
FL20618,N98304,UA,ATL,DFW,Boeing 787,10,374.6,34.9,16.79,2319,3437,2958,204,94,68,7339,8,5,8,729,118,332,117,1079,97,20,13,7,0,Clear,98,39,23,8,0,Clear,0,0,2,77,1,1,Maintenance,0
FL20619,N48852,F9,ATL,MCO,Boeing 777,16,323.7,37.3,7.12,2449,2804,2744,194,76,86,194,6,5,10,404,87,3766,36,3147,80,81,20,8,0,Clear,96,26,20,10,0,Cloudy,2,1,0,62,0,0,None,15
FL20620,N68968,F9,MIA,EWR,Airbus A320,0,331.4,21.4,13.51,2312,3278,3075,192,167,92,5518,4,1,13,1087,165,4199,159,4868,67,38,13,2,1,Foggy,66,48,10,7,0,Clear,1,0,0,84,1,1,Maintenance,0
FL20621,N35865,NK,SEA,JFK,Airbus A330,6,391.4,32.8,11.55,2692,3021,3120,198,151,82,3593,11,4,22,2415,323,972,138,5109,67,42,43,4,1,Rainy,62,55,11,10,0,Clear,0,0,0,79,1,1,Maintenance,0
FL20622,N89383,WN,SEA,LAX,Boeing 777,18,439.0,38.5,18.22,2606,3102,3195,189,137,60,5832,10,4,10,955,145,1825,168,7588,52,29,17,10,0,Clear,66,87,7,9,0,Clear,1,0,0,63,1,1,Maintenance,0
FL20623,N52036,B6,DEN,SEA,Boeing 737,12,408.4,37.0,14.54,2074,3149,2844,217,125,80,3286,1,1,19,1022,152,900,178,10636,49,86,33,5,1,Snowy,36,23,9,9,0,Cloudy,1,0,0,64,0,0,None,45
FL20624,N72889,NK,CLT,EWR,Boeing 777,5,328.1,36.4,13.39,2578,3471,2874,158,129,98,8857,4,2,19,528,97,403,60,13426,51,23,7,8,0,Cloudy,54,42,16,8,0,Cloudy,0,0,0,85,1,1,Maintenance,0
FL20625,N96137,AS,DFW,DEN,Airbus A320,6,351.3,32.7,16.61,2845,2750,3223,222,185,81,9987,2,6,14,640,96,2515,119,5150,26,49,9,10,0,Clear,47,26,21,3,1,Rainy,0,0,0,80,0,0,None,15
FL20626,N37726,UA,DFW,JFK,Boeing 777,21,416.1,41.1,16.43,2488,3513,2950,221,166,68,5000,12,4,16,1388,189,3767,75,2041,48,59,18,7,0,Cloudy,34,59,10,1,1,Foggy,0,1,1,58,1,1,Maintenance,0
FL20627,N24754,WN,DEN,PHX,Boeing 737,9,381.6,37.5,7.55,2413,2451,2820,193,83,92,821,5,2,14,601,93,4980,116,2783,71,70,15,7,0,Clear,55,82,16,7,0,Clear,1,0,1,68,0,0,None,0
FL20628,N11251,F9,LAS,LAX,Boeing 737,16,352.2,40.2,14.84,2224,2426,3178,203,157,87,8075,4,1,13,236,50,829,62,11994,70,31,12,7,0,Clear,59,21,14,7,0,Clear,0,0,0,57,1,0,None,0
FL20629,N45275,NK,CLT,LAS,Embraer E175,4,360.7,33.6,7.16,2620,2555,2865,214,159,89,294,1,1,10,1911,266,2275,77,594,42,29,13,9,0,Cloudy,49,41,16,2,1,Snowy,0,1,0,73,0,0,None,90
FL20630,N79272,AS,MIA,JFK,Boeing 777,11,364.7,45.1,14.7,2687,3177,3003,188,134,82,2550,2,4,13,1091,166,4014,72,7622,38,71,23,5,1,Rainy,33,54,31,3,1,Rainy,0,0,0,72,0,0,None,0
FL20631,N60116,UA,DFW,MCO,Airbus A330,19,375.1,39.4,18.92,2338,2909,2772,163,164,78,2691,1,1,7,983,144,3209,72,9600,27,72,8,1,1,Foggy,32,53,24,9,0,Clear,1,0,2,58,0,0,None,30
FL20632,N66859,AA,BOS,DEN,Boeing 777,18,335.0,46.8,8.14,2661,3355,2985,198,142,79,1053,9,6,14,1749,237,4998,51,13250,58,40,11,9,0,Cloudy,63,28,30,5,1,Rainy,0,1,1,61,1,1,Maintenance,0
FL20633,N63898,UA,SEA,EWR,Boeing 787,4,360.4,29.9,14.29,2785,2926,2916,184,209,100,3931,4,2,15,2395,310,1185,74,5318,52,56,26,3,1,Rainy,72,66,22,10,0,Cloudy,0,0,0,87,1,1,Maintenance,0
FL20634,N19098,AA,EWR,LAX,Airbus A330,6,401.5,21.3,9.0,2459,2568,3197,209,186,98,238,7,0,20,2448,320,267,178,8614,84,32,7,9,0,Clear,92,84,19,9,0,Clear,0,1,0,73,0,0,None,90
FL20635,N12416,UA,ORD,EWR,Airbus A330,13,336.8,53.7,11.19,2603,3348,2859,213,128,67,4403,10,2,5,717,123,2799,3,13851,74,37,6,9,0,Clear,63,21,22,7,0,Cloudy,0,0,0,66,1,0,None,60
FL20636,N24806,UA,LAX,JFK,Boeing 777,8,367.6,51.9,16.05,2413,2956,2717,197,175,72,9672,1,0,6,2469,321,83,91,14757,34,32,14,7,0,Clear,25,32,16,1,1,Foggy,1,0,0,73,1,1,Maintenance,0
FL20637,N13988,WN,LAX,JFK,Boeing 777,11,389.2,31.2,10.12,2556,2697,2616,199,154,86,3869,5,0,22,2469,317,520,82,3953,66,86,13,7,0,Clear,51,53,8,7,0,Clear,0,0,0,75,0,0,None,90
FL20638,N30747,NK,PHX,MCO,Boeing 787,5,348.1,35.6,13.2,2392,3277,3097,186,147,74,4067,3,3,22,1845,257,1023,126,1386,67,38,10,8,0,Clear,52,85,6,9,0,Clear,0,0,0,87,1,0,None,0
FL20639,N22092,B6,SEA,SFO,Embraer E175,3,316.5,35.6,11.65,2497,2708,3043,155,150,81,5531,3,6,7,679,107,1272,26,5648,71,30,20,7,0,Cloudy,67,61,7,7,0,Clear,0,0,1,72,1,0,None,45
FL20640,N43247,B6,ATL,ORD,Airbus A320,14,376.6,38.0,14.41,2214,2888,2975,185,134,80,4683,8,3,22,606,100,4061,105,517,82,72,12,8,0,Clear,86,41,11,10,0,Cloudy,0,0,0,68,1,1,Maintenance,0
FL20641,N71597,F9,BOS,EWR,Boeing 787,0,328.3,52.2,16.27,2447,3164,2906,210,172,90,5788,10,2,12,200,44,2787,40,13620,60,70,9,7,0,Clear,56,59,6,9,0,Cloudy,0,0,1,89,1,1,Maintenance,0
FL20642,N66573,NK,SFO,LAX,Boeing 787,10,329.3,40.6,10.72,2324,3359,2900,202,114,85,2630,1,2,14,337,64,1251,14,3654,32,88,44,3,1,Rainy,46,42,16,9,0,Clear,1,0,2,78,0,0,None,0
FL20643,N43168,F9,DFW,LAS,Boeing 737,8,306.5,23.1,15.6,2399,3355,3186,210,186,83,8747,5,3,16,1053,146,1756,42,4013,57,62,12,7,0,Cloudy,64,83,11,8,0,Cloudy,0,0,0,74,1,0,None,45
